LapNumber,Compound,TyreLife,LapTimeSeconds
70,MEDIUM,39,78.517
7,HARD,31,75.426
10,MEDIUM,41,78.474
67,MEDIUM,37,78.149
52,MEDIUM,43,78.786
23,HARD,9,73.997
61,HARD,45,77.374
33,HARD,26,75.073
57,MEDIUM,49,80.139
72,HARD,26,75.352
23,MEDIUM,30,77.21
9,SOFT,45,82.839
9,HARD,7,73.538
35,MEDIUM,32,76.958
6,HARD,32,75.118
28,HARD,33,75.626
64,HARD,21,75.015
6,MEDIUM,15,75.141
38,SOFT,37,81.439
53,HARD,9,73.564
58,HARD,6,73.72
21,HARD,19,73.948
24,HARD,19,74.533
29,MEDIUM,44,78.963
44,SOFT,4,72.681
67,MEDIUM,25,76.051
49,HARD,2,73.493
18,HARD,25,74.826
61,MEDIUM,1,72.923
51,SOFT,37,81.048
38,HARD,8,73.693
10,MEDIUM,39,78.156
49,MEDIUM,14,74.379
23,HARD,39,75.645
6,SOFT,40,81.563
57,HARD,5,73.357
47,SOFT,7,73.388
24,MEDIUM,28,76.174
4,SOFT,9,73.058
33,HARD,16,74.549
10,SOFT,39,80.618
55,SOFT,3,72.831
15,MEDIUM,25,75.893
39,HARD,37,75.958
26,HARD,15,74.013
50,SOFT,1,71.898
11,MEDIUM,22,75.564
21,HARD,26,74.418
11,SOFT,9,73.981
56,MEDIUM,13,74.299
37,HARD,22,74.663
69,MEDIUM,47,79.419
32,MEDIUM,36,77.658
30,MEDIUM,17,74.836
1,SOFT,13,74.562
57,SOFT,30,79.52
72,SOFT,48,84.239
6,SOFT,24,77.455
25,SOFT,1,72.309
19,HARD,49,77.481
50,HARD,29,75.196
61,MEDIUM,36,78.035
76,SOFT,49,84.496
50,HARD,4,73.479
42,SOFT,46,82.841
24,HARD,20,74.613
65,SOFT,16,76.011
61,SOFT,25,77.843
51,HARD,30,75.385
12,MEDIUM,31,76.576
32,MEDIUM,31,76.521
74,HARD,46,77.185
52,HARD,4,73.697
75,MEDIUM,17,75.812
22,MEDIUM,35,77.793
46,HARD,37,76.314
4,SOFT,35,80.168
26,SOFT,45,82.845
65,MEDIUM,28,76.384
40,MEDIUM,17,75.384
61,MEDIUM,21,75.664
72,HARD,2,73.926
77,HARD,42,76.056
9,HARD,7,73.638
54,HARD,45,77.418
33,HARD,31,75.675
11,MEDIUM,16,74.349
47,HARD,48,76.577
53,MEDIUM,28,76.724
50,SOFT,9,74.193
12,SOFT,31,78.539
59,SOFT,43,83.146
55,HARD,24,74.517
21,SOFT,21,76.371
52,MEDIUM,43,78.708
69,MEDIUM,40,78.453
53,MEDIUM,28,76.683
67,HARD,17,74.301
56,MEDIUM,47,79.387
59,SOFT,31,79.696
67,SOFT,3,72.565
61,SOFT,36,80.614
4,SOFT,26,78.237
48,SOFT,22,77.01
23,HARD,23,74.87
26,HARD,21,74.526
38,SOFT,35,80.667
65,HARD,3,73.674
46,SOFT,19,75.666
44,SOFT,14,75.016
12,SOFT,13,74.985
29,SOFT,33,80.242
31,SOFT,6,73.163
77,MEDIUM,33,77.918
74,MEDIUM,24,76.131
49,HARD,34,75.881
13,HARD,23,74.45
61,SOFT,3,73.246
63,HARD,24,74.669
56,MEDIUM,18,74.862
69,SOFT,7,73.736
69,SOFT,33,79.32
26,MEDIUM,34,77.0
33,MEDIUM,33,77.488
62,SOFT,45,83.474
73,SOFT,42,81.951
9,HARD,26,74.991
3,MEDIUM,14,74.214
24,MEDIUM,33,77.094
19,HARD,21,74.92
22,SOFT,47,83.906
72,SOFT,39,81.72
9,MEDIUM,37,77.882
20,HARD,46,76.57
70,MEDIUM,41,78.333
3,MEDIUM,20,74.966
26,HARD,18,74.746
37,SOFT,31,79.311
27,SOFT,33,80.727
37,MEDIUM,32,77.384
31,HARD,33,75.939
60,SOFT,38,81.353
19,MEDIUM,34,77.323
64,SOFT,10,74.488
43,MEDIUM,4,73.202
22,HARD,21,74.745
73,SOFT,9,74.148
18,SOFT,8,74.071
1,SOFT,33,79.745
18,SOFT,16,75.368
65,SOFT,18,76.535
33,MEDIUM,31,76.562
57,HARD,18,74.775
41,HARD,38,76.319
53,HARD,14,73.875
76,SOFT,16,75.683
64,SOFT,37,80.926
33,HARD,35,75.913
50,SOFT,22,76.819
39,MEDIUM,29,76.562
45,HARD,36,75.521
14,HARD,5,73.618
61,HARD,23,74.479
61,MEDIUM,37,77.916
49,MEDIUM,17,75.233
43,MEDIUM,22,75.144
59,SOFT,8,73.678
41,SOFT,13,75.015
69,HARD,7,73.597
19,MEDIUM,25,75.56
10,SOFT,2,71.974
47,SOFT,32,79.908
43,MEDIUM,8,73.672
29,MEDIUM,31,76.996
1,SOFT,13,75.236
30,HARD,29,75.488
75,HARD,18,74.91
74,SOFT,29,78.753
19,SOFT,31,79.229
36,SOFT,41,82.268
77,SOFT,20,76.439
47,HARD,19,75.043
9,MEDIUM,4,72.83
37,MEDIUM,10,73.795
70,HARD,27,75.422
1,SOFT,19,76.218
66,MEDIUM,48,80.138
68,HARD,8,73.941
9,HARD,8,73.717
28,HARD,19,74.558
44,MEDIUM,24,76.11
50,HARD,32,75.497
25,SOFT,2,72.598
38,HARD,28,75.221
61,SOFT,42,82.526
15,MEDIUM,6,73.201
60,SOFT,43,83.162
47,HARD,13,74.224
22,HARD,29,75.002
74,MEDIUM,35,77.536
71,HARD,37,76.186
70,MEDIUM,2,73.556
60,SOFT,44,82.696
46,HARD,19,74.322
21,MEDIUM,13,74.582
3,SOFT,4,73.137
28,HARD,41,76.075
69,HARD,24,74.952
77,SOFT,42,82.28
30,HARD,28,74.766
27,MEDIUM,44,78.506
39,SOFT,2,72.202
63,SOFT,43,82.369
54,HARD,7,73.333
76,SOFT,35,80.628
25,SOFT,4,72.782
4,MEDIUM,31,76.707
3,HARD,1,72.793
62,SOFT,22,77.184
13,SOFT,35,80.544
2,HARD,43,76.543
18,HARD,16,74.319
36,HARD,45,76.819
60,HARD,15,74.185
37,HARD,43,76.015
56,SOFT,40,81.389
32,SOFT,6,73.075
7,HARD,9,73.178
64,MEDIUM,8,73.863
52,MEDIUM,29,77.066
6,MEDIUM,4,72.815
31,SOFT,24,77.27
16,SOFT,35,80.364
62,SOFT,48,84.093
27,SOFT,41,81.826
28,MEDIUM,35,77.923
9,HARD,38,75.45
51,HARD,42,76.047
77,HARD,23,75.015
25,SOFT,24,77.412
47,HARD,23,75.131
15,HARD,3,73.506
1,SOFT,7,73.55
45,MEDIUM,23,75.983
71,HARD,29,75.379
36,HARD,17,74.567
27,HARD,1,72.915
69,MEDIUM,36,78.071
6,HARD,45,76.188
61,SOFT,29,78.941
24,MEDIUM,15,74.907
49,SOFT,41,81.678
56,SOFT,49,84.476
55,MEDIUM,10,73.742
2,HARD,29,74.902
66,HARD,38,76.393
71,HARD,28,75.444
44,HARD,4,73.718
30,SOFT,29,78.928
53,SOFT,27,78.451
43,MEDIUM,3,72.926
77,SOFT,41,82.507
27,HARD,5,73.336
63,MEDIUM,13,74.083
61,SOFT,35,80.708
21,SOFT,30,79.053
50,HARD,2,73.297
25,HARD,4,73.168
11,MEDIUM,18,74.23
31,SOFT,2,72.544
4,HARD,2,72.935
66,MEDIUM,8,74.186
10,MEDIUM,31,76.481
32,HARD,3,73.528
52,MEDIUM,29,76.532
71,SOFT,8,74.138
63,MEDIUM,11,74.365
10,HARD,38,76.06
7,HARD,12,73.508
35,HARD,31,75.478
76,SOFT,8,74.262
8,SOFT,6,73.155
39,SOFT,25,77.378
21,MEDIUM,47,79.62
66,SOFT,41,81.594
75,SOFT,20,76.753
26,MEDIUM,33,77.122
58,SOFT,22,77.028
10,MEDIUM,15,74.304
60,HARD,17,73.9
73,SOFT,36,81.255
70,SOFT,31,79.957
68,MEDIUM,16,74.789
6,MEDIUM,29,76.008
3,MEDIUM,11,74.379
76,HARD,26,74.998
72,MEDIUM,25,76.306
50,MEDIUM,26,76.456
54,MEDIUM,16,74.395
19,HARD,9,73.46
18,MEDIUM,25,75.673
61,HARD,26,75.217
9,HARD,34,76.082
52,MEDIUM,5,73.915
59,MEDIUM,5,73.524
10,MEDIUM,27,76.105
61,MEDIUM,42,78.511
70,SOFT,5,73.679
59,HARD,47,77.477
32,HARD,48,77.001
74,HARD,35,76.38
41,HARD,34,76.355
54,SOFT,47,83.83
59,HARD,29,75.441
28,SOFT,4,72.655
1,HARD,6,73.72
25,SOFT,43,82.32
10,HARD,19,74.562
17,SOFT,7,73.279
60,MEDIUM,31,77.366
50,MEDIUM,17,74.653
72,SOFT,16,75.639
32,SOFT,29,78.542
33,MEDIUM,35,77.589
13,MEDIUM,37,78.131
63,SOFT,1,72.138
10,SOFT,34,79.646
12,MEDIUM,48,79.907
61,SOFT,42,82.379
35,HARD,45,76.804
25,HARD,1,72.864
52,MEDIUM,6,73.37
21,HARD,24,74.226
32,MEDIUM,32,77.167
62,SOFT,5,72.865
66,SOFT,24,77.863
69,SOFT,15,75.979
52,HARD,35,75.633
18,HARD,28,74.933
40,MEDIUM,48,79.49
7,SOFT,40,81.853
59,MEDIUM,31,77.284
48,MEDIUM,12,74.25
76,MEDIUM,39,78.505
71,SOFT,48,83.874
48,SOFT,9,73.973
56,MEDIUM,19,74.762
45,SOFT,34,79.739
16,SOFT,7,73.513
76,HARD,11,74.445
13,SOFT,42,82.031
69,MEDIUM,36,78.277
40,SOFT,12,74.322
9,SOFT,39,81.415
47,MEDIUM,22,75.753
19,MEDIUM,38,77.616
42,HARD,3,73.354
58,SOFT,27,78.641
52,HARD,27,75.438
37,SOFT,46,83.148
53,MEDIUM,19,75.262
69,MEDIUM,6,73.94
42,MEDIUM,45,79.178
57,HARD,17,75.008
48,MEDIUM,43,78.567
33,HARD,26,75.152
47,HARD,48,77.265
53,MEDIUM,44,79.274
43,MEDIUM,16,74.772
70,SOFT,12,75.236
41,HARD,43,76.391
16,SOFT,24,77.362
4,MEDIUM,37,77.543
71,SOFT,14,75.801
52,MEDIUM,1,73.077
30,MEDIUM,35,78.003
11,MEDIUM,42,78.616
77,HARD,18,74.368
12,SOFT,24,77.387
64,MEDIUM,44,79.619
51,SOFT,25,77.322
48,SOFT,24,77.909
53,HARD,5,73.897
14,SOFT,26,77.703
6,HARD,29,74.401
44,SOFT,4,72.86
60,HARD,35,75.772
69,SOFT,3,72.628
26,MEDIUM,32,76.816
32,SOFT,13,74.682
54,SOFT,13,74.762
3,MEDIUM,45,78.964
62,HARD,27,74.898
46,MEDIUM,33,77.432
48,MEDIUM,8,73.786
49,HARD,15,74.246
73,HARD,13,74.456
16,MEDIUM,35,77.53
45,SOFT,23,77.246
59,HARD,14,74.499
53,SOFT,30,79.437
55,HARD,6,72.915
18,SOFT,44,82.74
22,MEDIUM,26,76.224
47,SOFT,39,81.452
15,SOFT,24,76.602
44,SOFT,27,78.449
76,SOFT,14,75.218
40,SOFT,40,81.445
7,SOFT,33,79.225
3,SOFT,41,81.187
74,MEDIUM,16,74.823
59,MEDIUM,29,76.731
51,MEDIUM,24,76.087
56,MEDIUM,11,74.104
20,SOFT,18,75.562
77,HARD,5,73.165
6,SOFT,37,80.232
8,HARD,26,75.325
25,HARD,21,74.535
35,HARD,15,74.668
47,SOFT,42,82.426
68,SOFT,14,75.625
7,MEDIUM,30,76.726
52,MEDIUM,16,74.987
15,SOFT,44,82.753
49,SOFT,45,82.673
63,HARD,42,76.201
53,HARD,23,75.146
43,SOFT,43,82.56
4,HARD,42,76.167
41,SOFT,28,78.841
4,MEDIUM,30,76.352
70,MEDIUM,21,75.459
69,HARD,18,74.451
3,MEDIUM,19,74.685
49,SOFT,36,80.62
69,MEDIUM,41,78.888
3,HARD,47,76.884
75,HARD,45,76.977
9,SOFT,1,71.48
53,HARD,26,74.736
23,HARD,26,75.031
15,SOFT,22,76.861
56,HARD,41,76.793
53,HARD,23,75.102
2,SOFT,1,71.722
26,MEDIUM,12,73.974
15,HARD,29,74.956
57,HARD,28,75.524
52,HARD,18,74.736
72,SOFT,26,78.449
22,HARD,47,76.821
35,SOFT,46,83.643
10,HARD,3,73.455
77,MEDIUM,24,76.224
13,SOFT,4,72.494
71,SOFT,48,85.103
21,SOFT,12,74.35
34,MEDIUM,34,77.011
64,SOFT,4,72.894
66,MEDIUM,45,79.685
6,HARD,19,74.286
26,HARD,28,75.202
4,MEDIUM,47,79.11
31,HARD,16,74.297
28,MEDIUM,19,75.002
13,HARD,20,74.126
11,SOFT,43,82.251
4,MEDIUM,28,76.517
39,MEDIUM,22,75.531
2,SOFT,12,73.921
74,HARD,28,75.24
57,SOFT,10,73.582
37,SOFT,22,76.69
60,SOFT,34,80.481
19,MEDIUM,48,79.577
37,SOFT,28,78.896
21,SOFT,36,80.821
44,MEDIUM,12,74.51
24,HARD,49,76.582
72,SOFT,27,78.288
64,MEDIUM,8,73.003
13,HARD,8,73.227
35,SOFT,47,83.158
64,MEDIUM,12,73.816
67,SOFT,36,81.101
44,HARD,2,73.343
28,SOFT,17,75.499
48,SOFT,22,76.766
21,HARD,47,76.597
22,MEDIUM,43,78.976
37,SOFT,1,71.997
59,SOFT,47,83.536
12,MEDIUM,22,75.959
73,MEDIUM,5,73.599
14,MEDIUM,40,77.926
29,MEDIUM,45,79.01
8,HARD,47,76.653
16,MEDIUM,5,73.028
52,SOFT,32,78.583
44,MEDIUM,29,76.733
50,MEDIUM,44,79.613
5,MEDIUM,14,74.295
34,SOFT,40,81.613
44,HARD,27,75.16
44,SOFT,33,79.94
67,HARD,32,75.772
24,HARD,29,75.562
53,SOFT,6,72.928
56,HARD,12,74.207
64,HARD,45,77.489
30,HARD,13,73.86
25,SOFT,34,80.359
18,MEDIUM,36,77.605
21,MEDIUM,32,76.58
49,MEDIUM,37,77.852
44,SOFT,24,77.563
8,MEDIUM,46,79.703
46,HARD,26,75.539
75,MEDIUM,46,79.45
29,HARD,28,75.729
35,HARD,18,74.187
75,MEDIUM,5,73.741
59,MEDIUM,11,74.332
33,SOFT,42,82.1
16,SOFT,15,75.104
56,MEDIUM,34,77.376
63,HARD,9,74.247
55,HARD,21,74.329
13,SOFT,2,72.259
29,MEDIUM,30,76.083
26,SOFT,38,80.681
61,MEDIUM,6,73.448
19,SOFT,13,74.818
43,SOFT,38,81.514
14,SOFT,23,77.064
6,HARD,34,75.607
50,HARD,38,76.014
34,SOFT,8,73.707
60,HARD,36,76.029
45,HARD,40,76.143
5,HARD,22,74.053
24,SOFT,23,77.328
38,MEDIUM,7,73.112
5,MEDIUM,22,75.003
15,MEDIUM,42,77.692
9,MEDIUM,25,76.155
38,HARD,48,77.444
65,SOFT,15,74.873
20,MEDIUM,30,76.826
7,MEDIUM,13,73.806
73,SOFT,43,83.212
12,HARD,31,75.747
51,HARD,14,73.836
28,HARD,4,73.528
53,HARD,12,74.17
34,SOFT,49,84.456
20,MEDIUM,17,75.354
27,SOFT,13,74.588
23,MEDIUM,6,73.545
42,HARD,4,73.671
68,HARD,34,75.877
50,SOFT,7,73.881
19,MEDIUM,26,76.004
22,SOFT,16,75.799
10,SOFT,12,73.824
54,SOFT,3,72.143
26,MEDIUM,21,75.771
54,HARD,43,76.711
15,MEDIUM,40,77.989
39,HARD,35,75.671
64,HARD,24,75.435
66,HARD,6,74.083
47,MEDIUM,13,74.682
29,SOFT,27,78.103
64,SOFT,43,82.906
13,HARD,15,74.298
45,HARD,38,76.534
5,MEDIUM,45,78.707
5,SOFT,13,74.457
24,SOFT,10,73.988
60,HARD,21,75.369
39,MEDIUM,28,76.552
70,MEDIUM,23,76.189
70,SOFT,1,72.281
60,SOFT,45,83.289
67,HARD,47,77.356
48,SOFT,27,77.754
55,HARD,8,74.264
39,HARD,2,73.243
10,SOFT,11,74.399
55,HARD,26,75.304
28,MEDIUM,46,79.791
26,SOFT,43,82.884
60,HARD,18,74.631
69,MEDIUM,42,78.625
2,MEDIUM,41,78.817
42,MEDIUM,39,77.923
45,SOFT,4,72.808
47,HARD,42,77.038
73,SOFT,34,80.711
19,MEDIUM,18,74.542
42,HARD,29,75.203
72,SOFT,43,82.536
5,HARD,46,76.265
17,MEDIUM,43,78.451
51,MEDIUM,15,74.513
3,SOFT,48,83.089
56,MEDIUM,26,75.91
62,MEDIUM,9,73.923
28,HARD,10,74.186
27,SOFT,6,73.164
74,HARD,46,77.5
71,HARD,15,73.762
19,MEDIUM,3,72.903
54,HARD,12,74.118
24,HARD,48,76.699
70,HARD,19,74.881
56,SOFT,13,74.729
19,MEDIUM,43,79.79
25,HARD,41,76.357
3,MEDIUM,3,72.445
40,HARD,42,76.707
11,MEDIUM,20,74.854
35,MEDIUM,13,74.188
28,HARD,22,74.985
37,SOFT,46,83.368
60,SOFT,14,74.852
30,SOFT,47,83.809
38,HARD,26,75.275
15,MEDIUM,23,75.397
10,HARD,3,73.497
48,HARD,11,74.187
64,SOFT,5,72.869
16,SOFT,7,73.053
56,HARD,14,73.954
36,SOFT,47,83.353
38,MEDIUM,16,74.875
36,MEDIUM,41,78.668
4,SOFT,14,74.692
13,MEDIUM,45,79.368
33,MEDIUM,18,75.176
70,SOFT,5,73.263
48,MEDIUM,3,72.835
62,HARD,8,74.174
12,MEDIUM,2,72.541
11,SOFT,38,81.243
42,SOFT,25,77.534
8,HARD,17,74.213
27,HARD,45,76.846
3,MEDIUM,5,72.524
70,HARD,17,74.57
47,MEDIUM,40,78.568
29,SOFT,43,82.368
60,SOFT,32,79.468
2,SOFT,6,72.608
9,SOFT,25,77.935
48,HARD,26,75.318
75,HARD,48,77.574
55,MEDIUM,40,78.683
49,MEDIUM,8,73.854
39,MEDIUM,27,76.278
66,HARD,47,77.504
48,MEDIUM,32,77.489
8,SOFT,12,74.464
12,HARD,26,74.686
63,MEDIUM,45,79.903
9,SOFT,27,77.491
7,MEDIUM,7,73.599
10,HARD,45,76.35
57,MEDIUM,37,77.998
27,HARD,22,74.395
42,HARD,48,77.074
3,HARD,27,74.389
21,MEDIUM,49,79.896
76,SOFT,23,77.716
7,SOFT,49,83.703
13,SOFT,48,83.29
45,MEDIUM,6,73.603
56,HARD,5,74.326
30,SOFT,13,75.163
60,SOFT,21,77.184
34,MEDIUM,20,75.143
60,SOFT,18,76.392
45,HARD,17,74.195
48,MEDIUM,37,77.914
34,MEDIUM,6,73.255
48,HARD,14,74.125
32,HARD,44,75.905
52,MEDIUM,14,74.654
16,MEDIUM,22,75.498
25,HARD,10,73.619
21,SOFT,31,79.453
68,SOFT,4,72.495
4,MEDIUM,45,78.844
23,SOFT,45,83.324
60,MEDIUM,33,77.175
5,MEDIUM,43,78.443
24,HARD,3,73.17
77,MEDIUM,9,73.948
71,HARD,17,74.762
20,SOFT,40,81.539
69,MEDIUM,28,76.646
2,SOFT,39,81.14
54,SOFT,18,75.929
37,MEDIUM,12,73.975
48,HARD,13,74.229
61,HARD,18,74.636
62,MEDIUM,17,74.669
44,MEDIUM,13,74.104
44,SOFT,12,74.231
57,MEDIUM,37,78.004
48,HARD,11,74.216
73,SOFT,11,74.94
36,HARD,29,75.848
44,HARD,28,74.912
76,MEDIUM,42,78.477
65,HARD,47,77.551
42,SOFT,33,80.27
5,MEDIUM,42,78.552
12,SOFT,31,79.188
62,SOFT,30,79.605
1,SOFT,15,74.954
65,HARD,2,73.479
18,MEDIUM,42,78.394
30,HARD,17,74.46
77,SOFT,43,82.34
27,MEDIUM,24,75.3
66,SOFT,10,74.017
18,MEDIUM,48,79.096
21,MEDIUM,30,76.485
13,MEDIUM,10,73.716
61,SOFT,34,80.558
50,SOFT,5,73.087
28,SOFT,24,77.434
27,HARD,43,76.593
39,SOFT,24,77.583
47,SOFT,30,79.382
32,SOFT,3,72.464
14,HARD,19,73.932
19,SOFT,40,81.446
66,SOFT,2,72.158
3,HARD,5,73.527
42,MEDIUM,13,74.239
74,SOFT,40,81.993
23,MEDIUM,44,79.371
29,HARD,49,76.702
53,HARD,29,75.819
10,MEDIUM,48,80.407
47,HARD,24,75.367
74,SOFT,9,74.333
42,HARD,3,73.697
77,HARD,6,74.115
21,HARD,26,74.663
71,MEDIUM,27,76.554
23,MEDIUM,31,76.74
13,MEDIUM,20,75.177
47,HARD,26,75.529
14,SOFT,35,80.065
47,HARD,13,74.109
68,HARD,40,76.885
1,HARD,43,76.438
27,SOFT,11,74.464
46,SOFT,14,74.792
17,MEDIUM,9,73.598
58,MEDIUM,40,78.484
71,SOFT,36,79.823
44,SOFT,11,74.347
5,MEDIUM,48,79.901
57,MEDIUM,5,73.063
63,HARD,3,73.64
6,MEDIUM,37,78.146
73,HARD,37,76.166
72,HARD,3,73.254
63,HARD,25,74.553
77,MEDIUM,14,74.371
67,MEDIUM,44,79.645
74,MEDIUM,12,74.631
12,HARD,9,73.655
15,HARD,41,76.129
6,HARD,32,75.463
39,SOFT,20,76.701
57,HARD,34,75.741
71,SOFT,19,77.207
37,HARD,36,75.33
50,SOFT,20,76.555
32,HARD,8,73.734
9,SOFT,17,75.704
30,SOFT,9,74.273
5,MEDIUM,1,72.643
24,MEDIUM,9,73.611
68,MEDIUM,14,74.172
13,HARD,42,76.083
57,MEDIUM,43,79.27
71,MEDIUM,37,77.954
4,SOFT,3,72.517
16,SOFT,10,73.561
29,HARD,19,74.461
65,SOFT,16,76.207
28,MEDIUM,15,74.435
51,MEDIUM,32,77.361
52,HARD,46,77.101
55,SOFT,17,76.218
71,HARD,28,75.571
47,HARD,46,77.175
21,HARD,38,76.025
33,SOFT,6,72.93
37,SOFT,6,72.798
40,SOFT,13,74.756
58,HARD,28,74.932
77,MEDIUM,2,73.174
58,HARD,25,75.423
34,MEDIUM,17,75.113
69,MEDIUM,22,76.073
31,SOFT,26,77.694
48,HARD,48,76.953
28,MEDIUM,27,76.349
52,MEDIUM,16,74.944
28,SOFT,26,77.789
36,SOFT,13,74.588
67,SOFT,32,79.06
62,MEDIUM,16,74.636
22,MEDIUM,14,74.991
48,SOFT,15,75.59
16,SOFT,27,77.991
1,MEDIUM,47,79.044
45,MEDIUM,25,76.016
45,HARD,48,76.754
56,SOFT,20,76.854
54,SOFT,4,72.864
26,SOFT,47,83.825
26,HARD,47,76.616
61,HARD,10,73.916
41,HARD,37,76.209
6,SOFT,27,77.596
24,MEDIUM,2,73.561
66,SOFT,39,81.566
69,SOFT,46,83.863
15,HARD,2,72.556
37,HARD,41,76.347
31,MEDIUM,22,75.922
19,HARD,23,75.084
17,MEDIUM,39,77.563
35,HARD,48,76.626
35,MEDIUM,39,77.899
42,MEDIUM,17,75.192
14,SOFT,17,75.593
61,SOFT,37,80.922
14,MEDIUM,37,77.337
31,HARD,19,74.637
68,HARD,44,76.839
22,SOFT,11,74.327
11,HARD,34,75.62
56,HARD,11,73.993
26,MEDIUM,10,73.735
8,HARD,8,73.448
13,HARD,16,74.147
22,HARD,12,73.917
26,HARD,2,72.68
69,HARD,43,76.968
65,MEDIUM,17,74.579
72,HARD,46,76.794
39,SOFT,35,80.356
77,HARD,4,74.032
24,SOFT,20,76.389
54,MEDIUM,45,78.74
55,SOFT,18,76.26
45,SOFT,8,74.117
66,SOFT,20,77.087
19,HARD,47,76.69
34,HARD,39,75.989
3,HARD,7,73.503
24,SOFT,15,75.131
14,HARD,31,75.261
20,SOFT,18,75.879
40,HARD,17,74.108
52,SOFT,27,77.999
63,SOFT,10,74.047
23,SOFT,18,76.16
13,MEDIUM,8,73.024
52,MEDIUM,47,79.519
35,HARD,41,76.084
19,SOFT,45,82.797
15,MEDIUM,23,75.302
18,HARD,49,76.933
21,MEDIUM,32,77.125
13,HARD,47,76.63
56,MEDIUM,2,73.461
64,HARD,18,74.972
41,SOFT,36,80.761
7,HARD,24,74.466
54,MEDIUM,13,74.258
25,MEDIUM,27,76.197
39,SOFT,18,75.805
16,SOFT,16,75.093
73,HARD,17,74.754
12,HARD,18,74.655
22,HARD,48,76.336
66,MEDIUM,25,75.997
73,HARD,9,73.316
50,HARD,15,74.107
38,HARD,11,74.234
17,HARD,10,74.065
39,HARD,40,76.667
13,HARD,25,74.84
65,MEDIUM,21,75.968
50,HARD,23,75.218
51,HARD,43,76.394
11,SOFT,8,73.307
52,HARD,47,77.085
29,SOFT,23,76.904
33,MEDIUM,37,77.555
45,MEDIUM,3,73.322
2,MEDIUM,29,76.658
20,SOFT,1,72.143
72,SOFT,37,81.155
44,MEDIUM,45,79.593
65,HARD,18,74.722
19,HARD,36,75.27
31,MEDIUM,25,76.114
41,HARD,13,73.967
24,MEDIUM,21,75.323
56,SOFT,2,72.304
75,MEDIUM,22,75.701
16,SOFT,7,73.0
65,SOFT,45,83.27
42,MEDIUM,28,76.393
58,HARD,5,74.376
1,MEDIUM,21,75.059
58,MEDIUM,28,76.869
33,SOFT,13,74.737
69,SOFT,8,73.778
11,HARD,6,73.427
66,SOFT,12,74.98
22,SOFT,28,78.592
15,MEDIUM,7,73.573
13,MEDIUM,44,78.555
12,MEDIUM,44,78.987
24,SOFT,40,81.531
33,MEDIUM,8,73.658
49,SOFT,14,74.758
65,MEDIUM,39,78.428
60,SOFT,18,75.739
24,MEDIUM,13,74.132
50,HARD,25,75.114
76,MEDIUM,6,73.94
41,MEDIUM,30,76.723
64,MEDIUM,36,78.92
40,SOFT,20,76.301
3,SOFT,25,77.949
68,MEDIUM,38,78.671
30,HARD,30,75.737
38,MEDIUM,36,77.618
6,SOFT,28,77.313
47,HARD,43,76.723
66,HARD,14,74.818
35,MEDIUM,17,74.88
43,MEDIUM,48,79.721
60,MEDIUM,21,75.669
73,HARD,5,73.76
51,MEDIUM,10,74.419
24,SOFT,24,76.979
57,MEDIUM,44,79.447
34,HARD,49,77.427
40,MEDIUM,43,78.772
47,HARD,41,76.642
24,SOFT,4,72.668
28,SOFT,2,72.18
35,HARD,6,73.331
35,HARD,38,75.608
59,SOFT,38,81.635
4,HARD,39,75.865
25,SOFT,16,75.523
29,MEDIUM,11,73.895
26,HARD,39,76.338
39,HARD,36,75.512
71,MEDIUM,27,76.979
46,HARD,25,75.173
51,MEDIUM,12,74.281
10,SOFT,39,81.172
41,SOFT,29,79.225
63,SOFT,9,75.111
39,SOFT,8,73.877
55,MEDIUM,3,73.696
51,MEDIUM,19,74.966
28,MEDIUM,26,76.304
51,SOFT,19,76.386
43,HARD,29,75.468
42,MEDIUM,8,73.437
26,MEDIUM,13,74.355
45,HARD,27,75.652
23,MEDIUM,40,78.576
55,SOFT,41,81.94
63,SOFT,16,75.571
63,MEDIUM,49,79.961
39,SOFT,9,73.54
70,SOFT,44,82.728
28,SOFT,26,78.542
75,MEDIUM,4,73.499
3,SOFT,30,79.303
38,MEDIUM,21,75.332
15,SOFT,38,80.513
17,MEDIUM,21,75.051
57,SOFT,18,76.558
73,HARD,48,77.394
63,SOFT,3,72.699
55,HARD,45,77.585
19,HARD,46,77.219
76,HARD,36,76.753
46,HARD,27,75.142
40,MEDIUM,20,75.578
58,HARD,31,75.706
9,SOFT,9,73.877
77,HARD,15,74.618
14,MEDIUM,26,76.229
8,HARD,38,75.665
46,HARD,28,75.085
31,MEDIUM,20,75.29
17,SOFT,2,72.134
42,SOFT,37,80.795
6,HARD,47,76.388
35,HARD,37,75.996
30,SOFT,22,77.637
72,MEDIUM,36,77.852
77,MEDIUM,1,72.829
32,MEDIUM,15,74.731
14,MEDIUM,47,78.996
47,HARD,29,75.266
52,SOFT,37,81.143
28,SOFT,24,77.305
8,HARD,26,74.566
17,HARD,7,73.524
47,MEDIUM,46,79.814
16,HARD,37,75.441
54,SOFT,41,81.71
41,HARD,31,75.37
1,MEDIUM,29,76.517
28,SOFT,16,75.777
50,HARD,25,74.802
34,HARD,5,73.063
52,SOFT,7,73.227
24,HARD,42,76.978
17,MEDIUM,10,73.223
2,SOFT,14,74.602
74,HARD,48,77.799
23,MEDIUM,9,73.147
71,SOFT,17,75.981
7,HARD,40,76.579
7,HARD,40,75.89
59,MEDIUM,25,75.944
